date,alpha_momentum_20d_1309,alpha_momentum_20d_300475,alpha_momentum_20d_301308,alpha_momentum_20d_688008,alpha_momentum_20d_688525,alpha_volatility_20d_1309,alpha_volatility_20d_300475,alpha_volatility_20d_301308,alpha_volatility_20d_688008,alpha_volatility_20d_688525,alpha_supply_chain_score_1309,alpha_supply_chain_score_300475,alpha_supply_chain_score_301308,alpha_supply_chain_score_688008,alpha_supply_chain_score_688525,alpha_chokepoint_moat_1309,alpha_chokepoint_moat_300475,alpha_chokepoint_moat_301308,alpha_chokepoint_moat_688008,alpha_chokepoint_moat_688525
2025-12-18,-0.1692,-0.0368,-0.0084,-0.0106,-0.0001,0.5926,0.9105,0.7617,0.3149,0.6058,0.8386,0.8386,0.8386,0.8386,0.8386,0.88,0.72,0.72,0.72,0.88
2025-12-19,-0.1415,0.0537,0.0181,0.0324,0.0555,0.5387,0.7912,0.7314,0.2878,0.5393,0.8362,0.8362,0.8362,0.8362,0.8362,0.88,0.72,0.72,0.72,0.88
2025-12-22,-0.0811,0.0761,0.0175,0.0573,0.0347,0.5699,0.7948,0.7314,0.2983,0.5433,0.8356,0.8356,0.8356,0.8356,0.8356,0.88,0.72,0.72,0.72,0.88
2025-12-23,-0.0841,0.0426,0.0049,0.0406,0.0262,0.5687,0.7874,0.7318,0.2908,0.5428,0.8359,0.8359,0.8359,0.8359,0.8359,0.88,0.72,0.72,0.72,0.88
2025-12-24,0.0168,0.1166,0.0381,0.0402,0.0674,0.6579,0.8431,0.7521,0.2907,0.5584,0.8362,0.8362,0.8362,0.8362,0.8362,0.88,0.72,0.72,0.72,0.88
2025-12-25,0.0145,0.1398,0.0677,0.0333,0.0757,0.6587,0.8442,0.7431,0.2915,0.5547,0.8355,0.8355,0.8355,0.8355,0.8355,0.88,0.72,0.72,0.72,0.88
2025-12-26,0.087,0.123,0.0713,0.0202,0.0372,0.7417,0.8323,0.7456,0.2907,0.5186,0.8367,0.8367,0.8367,0.8367,0.8367,0.88,0.72,0.72,0.72,0.88
2025-12-29,0.1246,0.1513,0.0394,-0.0111,0.0105,0.7324,0.8168,0.7555,0.2898,0.5091,0.8386,0.8386,0.8386,0.8386,0.8386,0.88,0.72,0.72,0.72,0.88
2025-12-30,0.1589,0.1516,0.0382,0.0149,0.039,0.7202,0.8166,0.7559,0.2822,0.5264,0.842,0.842,0.842,0.842,0.842,0.88,0.72,0.72,0.72,0.88
2025-12-31,0.1314,0.1397,0.0123,-0.0025,0.023,0.734,0.8235,0.7682,0.2897,0.5342,0.843,0.843,0.843,0.843,0.843,0.88,0.72,0.72,0.72,0.88
2026-01-05,0.2351,0.3346,0.1877,0.0675,0.1364,0.7706,0.9109,0.9431,0.4155,0.5921,0.8475,0.8475,0.8475,0.8475,0.8475,0.88,0.72,0.72,0.72,0.88
2026-01-06,0.264,0.3742,0.2088,0.1202,0.166,0.7699,0.9181,0.942,0.4395,0.5886,0.8518,0.8518,0.8518,0.8518,0.8518,0.88,0.72,0.72,0.72,0.88
2026-01-07,0.1242,0.221,0.0733,0.1026,0.0972,0.7059,0.7699,0.7963,0.4302,0.5121,0.857,0.857,0.857,0.857,0.857,0.88,0.72,0.72,0.72,0.88
2026-01-08,0.077,0.1589,0.0502,0.0732,0.0975,0.7256,0.786,0.8049,0.4447,0.5119,0.8599,0.8599,0.8599,0.8599,0.8599,0.88,0.72,0.72,0.72,0.88
2026-01-09,0.0824,0.1541,0.0719,0.0988,0.1143,0.7232,0.788,0.793,0.4349,0.5058,0.8637,0.8637,0.8637,0.8637,0.8637,0.88,0.72,0.72,0.72,0.88
2026-01-12,0.1057,0.2225,0.102,0.108,0.1245,0.7251,0.8087,0.7971,0.4323,0.5101,0.8656,0.8656,0.8656,0.8656,0.8656,0.88,0.72,0.72,0.72,0.88
2026-01-13,0.0854,0.1675,0.0414,0.0758,0.1607,0.7335,0.8377,0.804,0.4419,0.5266,0.8687,0.8687,0.8687,0.8687,0.8687,0.88,0.72,0.72,0.72,0.88
2026-01-14,0.1712,0.2251,0.1677,0.1508,0.3325,0.7076,0.8028,0.7439,0.4085,0.5156,0.8744,0.8744,0.8744,0.8744,0.8744,0.88,0.72,0.72,0.72,0.88
2026-01-15,0.2738,0.3232,0.2969,0.1911,0.4719,0.7221,0.7912,0.7965,0.4033,0.5355,0.8846,0.8846,0.8846,0.8846,0.8846,0.88,0.72,0.72,0.72,0.88
2026-01-16,0.3366,0.3033,0.4083,0.2163,0.6579,0.7539,0.7793,0.8994,0.4271,0.7577,0.9039,0.9039,0.9039,0.9039,0.9039,0.88,0.72,0.72,0.72,0.88
2026-01-19,0.3232,0.1721,0.3017,0.1901,0.5568,0.7564,0.8487,0.9293,0.4432,0.8011,0.9191,0.9191,0.9191,0.9191,0.9191,0.88,0.72,0.72,0.72,0.88
2026-01-20,0.4647,0.2332,0.4034,0.2169,0.7417,0.6873,0.819,0.8905,0.4489,0.8052,0.9375,0.9375,0.9375,0.9375,0.9375,0.88,0.72,0.72,0.72,0.88
2026-01-21,0.4234,0.1889,0.4212,0.3301,0.7689,0.6793,0.8215,0.8883,0.5913,0.7958,0.9523,0.9523,0.9523,0.9523,0.9523,0.88,0.72,0.72,0.72,0.88
2026-01-22,0.4195,0.1829,0.493,0.3888,0.7447,0.6798,0.8223,0.8872,0.6022,0.8039,0.9626,0.9626,0.9626,0.9626,0.9626,0.88,0.72,0.72,0.72,0.88
2026-01-23,0.2616,0.0599,0.4659,0.3148,0.667,0.6429,0.7748,0.8809,0.6431,0.8131,0.9635,0.9635,0.9635,0.9635,0.9635,0.88,0.72,0.72,0.72,0.88
2026-01-26,0.2653,0.0709,0.4141,0.3541,0.635,0.6412,0.7787,0.9009,0.6403,0.8279,0.9652,0.9652,0.9652,0.9652,0.9652,0.88,0.72,0.72,0.72,0.88
2026-01-27,0.1645,0.0461,0.3819,0.3995,0.6484,0.5524,0.7656,0.8954,0.6378,0.828,0.9639,0.9639,0.9639,0.9639,0.9639,0.88,0.72,0.72,0.72,0.88
2026-01-28,0.1558,0.1216,0.4356,0.456,0.689,0.5532,0.7771,0.8786,0.6267,0.8232,0.9642,0.9642,0.9642,0.9642,0.9642,0.88,0.72,0.72,0.72,0.88
2026-01-29,0.1231,0.1254,0.41,0.3537,0.5932,0.5676,0.7747,0.8901,0.6926,0.8381,0.9642,0.9642,0.9642,0.9642,0.9642,0.88,0.72,0.72,0.72,0.88
2026-01-30,0.1724,0.1679,0.3738,0.5455,0.6327,0.5447,0.7562,0.9151,0.7734,0.8229,0.9644,0.9644,0.9644,0.9644,0.9644,0.88,0.72,0.72,0.72,0.88
2026-02-02,-0.0056,-0.0937,0.0582,0.394,0.3536,0.5772,0.7549,0.8596,0.753,0.9141,0.9602,0.9602,0.9602,0.9602,0.9602,0.88,0.72,0.72,0.72,0.88
2026-02-03,-0.0113,-0.1017,0.0641,0.3644,0.3837,0.5746,0.7471,0.8607,0.7464,0.9169,0.9561,0.9561,0.9561,0.9561,0.9561,0.88,0.72,0.72,0.72,0.88
2026-02-04,-0.0181,-0.1743,0.031,0.2601,0.3069,0.5783,0.7629,0.8613,0.7956,0.9334,0.9485,0.9485,0.9485,0.9485,0.9485,0.88,0.72,0.72,0.72,0.88
2026-02-05,-0.0095,-0.1723,0.0312,0.2739,0.2874,0.5713,0.7618,0.8612,0.7896,0.9418,0.9402,0.9402,0.9402,0.9402,0.9402,0.88,0.72,0.72,0.72,0.88
2026-02-06,-0.009,-0.165,0.0378,0.2361,0.2695,0.5711,0.7601,0.859,0.8019,0.9464,0.9311,0.9311,0.9311,0.9311,0.9311,0.88,0.72,0.72,0.72,0.88
2026-02-09,0.0041,-0.1987,0.0304,0.3125,0.2658,0.5795,0.7236,0.8566,0.8185,0.9458,0.9299,0.9299,0.9299,0.9299,0.9299,0.88,0.72,0.72,0.72,0.88
2026-02-10,0.0196,-0.1719,0.0431,0.3718,0.1896,0.5717,0.7074,0.8514,0.8079,0.9458,0.9255,0.9255,0.9255,0.9255,0.9255,0.88,0.72,0.72,0.72,0.88
2026-02-11,-0.0126,-0.1869,-0.0021,0.2836,0.0899,0.5652,0.7119,0.8477,0.8348,0.9144,0.9223,0.9223,0.9223,0.9223,0.9223,0.88,0.72,0.72,0.72,0.88
2026-02-12,-0.0558,-0.2055,-0.0605,0.2441,0.089,0.5189,0.6937,0.7831,0.8387,0.9135,0.925,0.925,0.925,0.925,0.925,0.88,0.72,0.72,0.72,0.88
2026-02-13,-0.0871,-0.2304,-0.1413,0.1548,-0.0984,0.4611,0.6643,0.6164,0.8309,0.6784,0.927,0.927,0.927,0.927,0.927,0.88,0.72,0.72,0.72,0.88
2026-02-24,-0.0589,-0.1168,-0.0828,0.2578,-0.0073,0.474,0.6515,0.6007,0.8403,0.6831,0.9302,0.9302,0.9302,0.9302,0.9302,0.88,0.72,0.72,0.72,0.88
2026-02-25,-0.1045,-0.1277,-0.1297,0.1735,-0.1153,0.4626,0.6523,0.6052,0.8574,0.6121,0.9327,0.9327,0.9327,0.9327,0.9327,0.88,0.72,0.72,0.72,0.88
2026-02-26,-0.1007,-0.0869,-0.1354,0.0319,-0.1227,0.4657,0.6674,0.6028,0.7565,0.6118,0.9354,0.9354,0.9354,0.9354,0.9354,0.88,0.72,0.72,0.72,0.88
2026-02-27,-0.1092,-0.0793,-0.1943,-0.026,-0.1173,0.4636,0.6681,0.5763,0.7371,0.6112,0.9337,0.9337,0.9337,0.9337,0.9337,0.88,0.72,0.72,0.72,0.88
2026-03-02,-0.1155,-0.0825,-0.244,-0.0036,-0.1394,0.469,0.6696,0.5562,0.7228,0.6184,0.9319,0.9319,0.9319,0.9319,0.9319,0.88,0.72,0.72,0.72,0.88
2026-03-03,-0.168,-0.1699,-0.2715,-0.0991,-0.1882,0.5249,0.6921,0.588,0.7608,0.6751,0.9227,0.9227,0.9227,0.9227,0.9227,0.88,0.72,0.72,0.72,0.88
2026-03-04,-0.096,-0.157,-0.1809,-0.111,-0.0554,0.6483,0.7039,0.8198,0.7543,0.9969,0.9253,0.9253,0.9253,0.9253,0.9253,0.88,0.72,0.72,0.72,0.88
2026-03-05,-0.0796,-0.2095,-0.2023,-0.1193,0.0008,0.653,0.6708,0.8183,0.75,1.042,0.9334,0.9334,0.9334,0.9334,0.9334,0.88,0.72,0.72,0.72,0.88
2026-03-06,0.0033,-0.0837,-0.1476,-0.0653,0.1154,0.6808,0.8096,0.8268,0.7175,1.0868,0.948,0.948,0.948,0.948,0.948,0.88,0.72,0.72,0.72,0.88
2026-03-09,0.0302,-0.0639,-0.0176,-0.1855,0.157,0.69,0.8129,0.8509,0.5516,1.0903,0.9667,0.9667,0.9667,0.9667,0.9667,0.88,0.72,0.72,0.72,0.88
2026-03-10,0.1866,0.0956,0.1128,-0.1405,0.2734,0.6282,0.6795,0.7491,0.569,1.011,0.9892,0.9892,0.9892,0.9892,0.9892,0.88,0.72,0.72,0.72,0.88
2026-03-11,0.1826,0.0215,0.0608,-0.1774,0.2295,0.6278,0.6789,0.7559,0.5597,1.0081,1.0019,1.0019,1.0019,1.0019,1.0019,0.88,0.72,0.72,0.72,0.88
2026-03-12,0.1959,0.0566,0.0565,-0.1352,0.2041,0.6204,0.6499,0.7573,0.5255,1.0221,1.0057,1.0057,1.0057,1.0057,1.0057,0.88,0.72,0.72,0.72,0.88
2026-03-13,0.348,0.0976,0.1147,-0.1291,0.2885,0.6615,0.6363,0.7487,0.5244,1.0108,1.0058,1.0058,1.0058,1.0058,1.0058,0.88,0.72,0.72,0.72,0.88
2026-03-16,0.5123,0.1605,0.2049,-0.0677,0.4853,0.7109,0.6436,0.7696,0.5437,1.0866,1.0128,1.0128,1.0128,1.0128,1.0128,0.88,0.72,0.72,0.72,0.88
2026-03-17,0.4698,0.0956,0.1295,-0.1552,0.4366,0.7115,0.6635,0.7911,0.5027,1.0916,1.0202,1.0202,1.0202,1.0202,1.0202,0.88,0.72,0.72,0.72,0.88
2026-03-18,0.5754,0.2384,0.2468,-0.1348,0.6037,0.7101,0.7447,0.8277,0.5298,1.1113,1.0349,1.0349,1.0349,1.0349,1.0349,0.88,0.72,0.72,0.72,0.88
2026-03-19,0.4628,0.216,0.2556,-0.1193,0.5301,0.7902,0.7604,0.8251,0.5177,1.1431,1.0484,1.0484,1.0484,1.0484,1.0484,0.88,0.72,0.72,0.72,0.88
2026-03-20,0.3827,0.1599,0.1282,-0.1384,0.3977,0.8177,0.7719,0.8769,0.5257,1.1352,1.0581,1.0581,1.0581,1.0581,1.0581,0.88,0.72,0.72,0.72,0.88
2026-03-23,0.2881,0.0378,0.0083,-0.1693,0.3566,0.8314,0.8437,0.9129,0.5521,1.1557,1.0539,1.0539,1.0539,1.0539,1.0539,0.88,0.72,0.72,0.72,0.88
2026-03-24,0.3664,-0.0116,0.0488,-0.2126,0.3309,0.8724,0.8221,0.9323,0.4916,1.1507,1.0525,1.0525,1.0525,1.0525,1.0525,0.88,0.72,0.72,0.72,0.88
2026-03-25,0.4971,0.0361,0.1362,-0.1538,0.5046,0.8819,0.8272,0.9314,0.5031,1.167,1.0509,1.0509,1.0509,1.0509,1.0509,0.88,0.72,0.72,0.72,0.88
2026-03-26,0.4779,-0.007,0.091,-0.1708,0.4314,0.8829,0.8196,0.9427,0.5119,1.1963,1.0495,1.0495,1.0495,1.0495,1.0495,0.88,0.72,0.72,0.72,0.88
2026-03-27,0.4928,-0.0337,0.0975,-0.1744,0.4384,0.8801,0.8233,0.9403,0.5122,1.1949,1.0493,1.0493,1.0493,1.0493,1.0493,0.88,0.72,0.72,0.72,0.88
2026-03-30,0.6246,-0.0536,0.1136,-0.1725,0.446,0.8568,0.835,0.9344,0.5114,1.1921,1.0516,1.0516,1.0516,1.0516,1.0516,0.88,0.72,0.72,0.72,0.88
2026-03-31,0.6632,-0.0707,0.1305,-0.1533,0.4461,0.8266,0.8542,0.92,0.4808,1.192,1.0451,1.0451,1.0451,1.0451,1.0451,0.88,0.72,0.72,0.72,0.88
2026-04-01,0.481,-0.0886,-0.0096,-0.1357,0.2253,0.7955,0.8442,0.7547,0.5003,0.9885,1.0325,1.0325,1.0325,1.0325,1.0325,0.88,0.72,0.72,0.72,0.88
2026-04-02,0.4084,-0.0929,-0.0232,-0.1552,0.101,0.8172,0.8453,0.7608,0.4934,0.9529,1.0231,1.0231,1.0231,1.0231,1.0231,0.88,0.72,0.72,0.72,0.88
2026-04-03,0.3003,-0.2133,-0.067,-0.161,0.0046,0.8151,0.7105,0.752,0.4937,0.8968,1.0137,1.0137,1.0137,1.0137,1.0137,0.88,0.72,0.72,0.72,0.88
2026-04-07,0.3526,-0.2176,-0.0991,-0.1372,0.0036,0.8402,0.7078,0.7093,0.4928,0.8962,1.0088,1.0088,1.0088,1.0088,1.0088,0.88,0.72,0.72,0.72,0.88
2026-04-08,0.3359,-0.0845,-0.0288,-0.0902,0.0746,0.834,1.0252,0.7816,0.5836,0.9146,1.0148,1.0148,1.0148,1.0148,1.0148,0.88,0.72,0.72,0.72,0.88
2026-04-09,0.3633,-0.0592,0.0028,-0.0711,0.063,0.8363,1.0198,0.7754,0.5804,0.916,1.0187,1.0187,1.0187,1.0187,1.0187,0.88,0.72,0.72,0.72,0.88
2026-04-10,0.5259,-0.0095,0.0701,-0.0293,0.1908,0.8751,1.0193,0.7896,0.5915,0.9113,1.029,1.029,1.029,1.029,1.029,0.88,0.72,0.72,0.72,0.88
2026-04-13,0.5063,-0.0101,0.0871,0.0397,0.2203,0.8622,1.0193,0.7965,0.6296,0.9244,1.0442,1.0442,1.0442,1.0442,1.0442,0.88,0.72,0.72,0.72,0.88
2026-04-14,0.4236,-0.0082,0.1004,0.0057,0.2122,0.8154,1.0203,0.8102,0.6136,0.9117,1.0678,1.0678,1.0678,1.0678,1.0678,0.88,0.72,0.72,0.72,0.88
2026-04-15,0.4174,0.0019,0.1199,0.004,0.2107,0.8165,1.0158,0.7988,0.615,0.912,1.0865,1.0865,1.0865,1.0865,1.0865,0.88,0.72,0.72,0.72,0.88
2026-04-16,0.3833,-0.0776,0.0356,-0.0171,0.1113,0.8059,0.9417,0.7472,0.5974,0.8574,1.1063,1.1063,1.1063,1.1063,1.1063,0.88,0.72,0.72,0.72,0.88
2026-04-17,0.4907,-0.0158,0.0394,0.0074,0.1131,0.7309,0.9272,0.7466,0.5899,0.8559,1.116,1.116,1.116,1.116,1.116,0.88,0.72,0.72,0.72,0.88
2026-04-20,0.5553,0.0436,0.1371,0.0675,0.1249,0.6999,0.9264,0.6893,0.5826,0.8528,1.1203,1.1203,1.1203,1.1203,1.1203,0.88,0.72,0.72,0.72,0.88
2026-04-21,0.6051,0.1232,0.2286,0.1583,0.2267,0.676,0.8657,0.6227,0.5416,0.8193,1.1162,1.1162,1.1162,1.1162,1.1162,0.88,0.72,0.72,0.72,0.88
2026-04-22,0.5033,0.1276,0.1837,0.1879,0.214,0.632,0.8656,0.6,0.5478,0.8172,1.1148,1.1148,1.1148,1.1148,1.1148,0.88,0.72,0.72,0.72,0.88
2026-04-23,0.32,0.0536,0.0594,0.125,0.0433,0.6596,0.873,0.6369,0.5515,0.7911,1.1072,1.1072,1.1072,1.1072,1.1072,0.88,0.72,0.72,0.72,0.88
2026-04-24,0.2944,0.101,0.1417,0.1941,0.1153,0.6651,0.8789,0.6353,0.5318,0.7589,1.1059,1.1059,1.1059,1.1059,1.1059,0.88,0.72,0.72,0.72,0.88
2026-04-27,0.2796,0.1879,0.2302,0.3191,0.1102,0.6677,0.8886,0.6465,0.5941,0.7598,1.1045,1.1045,1.1045,1.1045,1.1045,0.88,0.72,0.72,0.72,0.88
2026-04-28,0.2413,0.2519,0.2124,0.3162,0.1243,0.6551,0.8629,0.6562,0.5959,0.7539,1.0994,1.0994,1.0994,1.0994,1.0994,0.88,0.72,0.72,0.72,0.88
2026-04-29,0.3772,0.3877,0.3959,0.3573,0.2692,0.6279,0.785,0.6569,0.5612,0.6729,1.0954,1.0954,1.0954,1.0954,1.0954,0.88,0.72,0.72,0.72,0.88
2026-04-30,0.4109,0.3642,0.3422,0.3344,0.2297,0.6148,0.7868,0.6791,0.5558,0.6796,1.0957,1.0957,1.0957,1.0957,1.0957,0.88,0.72,0.72,0.72,0.88
2026-05-06,0.6029,0.5514,0.6653,0.5441,0.4762,0.6497,0.8453,0.9189,0.7214,0.8773,1.1106,1.1106,1.1106,1.1106,1.1106,0.88,0.72,0.72,0.72,0.88
2026-05-07,0.7513,0.5513,0.6949,0.6514,0.4263,0.6419,0.8454,0.9107,0.7165,0.8971,1.1224,1.1224,1.1224,1.1224,1.1224,0.88,0.72,0.72,0.72,0.88
2026-05-08,0.5805,0.4663,0.6155,0.646,0.3362,0.6518,0.8771,0.9174,0.7179,0.9127,1.1323,1.1323,1.1323,1.1323,1.1323,0.88,0.72,0.72,0.72,0.88
2026-05-11,0.6252,0.3066,0.7207,0.7924,0.3748,0.6694,0.6045,1.0114,0.89,0.9365,1.1479,1.1479,1.1479,1.1479,1.1479,0.88,0.72,0.72,0.72,0.88
2026-05-12,0.52,0.2513,0.7277,0.7316,0.3583,0.6996,0.6387,1.0102,0.9135,0.942,1.1625,1.1625,1.1625,1.1625,1.1625,0.88,0.72,0.72,0.72,0.88
2026-05-13,0.52,0.287,0.7952,0.8053,0.3605,0.6996,0.6548,1.0306,0.9279,0.943,1.1683,1.1683,1.1683,1.1683,1.1683,0.88,0.72,0.72,0.72,0.88
2026-05-14,0.4988,0.3193,0.6916,0.7424,0.264,0.6861,0.6565,1.0467,0.9215,0.936,1.1762,1.1762,1.1762,1.1762,1.1762,0.88,0.72,0.72,0.72,0.88
2026-05-15,0.4223,0.2008,0.5493,0.6185,0.0632,0.6929,0.6858,1.0412,0.9777,0.8632,1.1815,1.1815,1.1815,1.1815,1.1815,0.88,0.72,0.72,0.72,0.88
2026-05-18,0.4666,0.2626,0.5954,0.6867,0.1602,0.6913,0.6707,1.0278,0.9517,0.9025,1.1866,1.1866,1.1866,1.1866,1.1866,0.88,0.72,0.72,0.72,0.88
2026-05-19,0.3529,0.2047,0.513,0.6381,0.0929,0.7313,0.6853,1.0595,0.9582,0.9291,1.1881,1.1881,1.1881,1.1881,1.1881,0.88,0.72,0.72,0.72,0.88
2026-05-20,0.3548,0.1715,0.5439,0.7083,0.1698,0.7308,0.69,1.0551,0.9537,0.8997,1.1841,1.1841,1.1841,1.1841,1.1841,0.88,0.72,0.72,0.72,0.88
2026-05-21,0.274,0.0839,0.4377,0.6969,0.1203,0.7748,0.7114,1.093,0.9543,0.9219,1.1767,1.1767,1.1767,1.1767,1.1767,0.88,0.72,0.72,0.72,0.88
2026-05-22,0.3098,0.1672,0.4628,0.7178,0.1316,0.7745,0.7271,1.0908,0.9546,0.9256,1.1787,1.1787,1.1787,1.1787,1.1787,0.88,0.72,0.72,0.72,0.88
2026-05-25,0.3238,0.2619,0.4787,0.7408,0.1416,0.7765,0.7817,1.0911,0.9563,0.9275,1.1752,1.1752,1.1752,1.1752,1.1752,0.88,0.72,0.72,0.72,0.88
2026-05-26,0.3323,0.2466,0.506,0.7067,0.1645,0.7692,0.7922,1.0747,0.9723,0.9117,1.1733,1.1733,1.1733,1.1733,1.1733,0.88,0.72,0.72,0.72,0.88
2026-05-27,0.3575,0.1894,0.4793,0.6253,0.1896,0.764,0.7911,1.0723,0.9907,0.9147,1.1734,1.1734,1.1734,1.1734,1.1734,0.88,0.72,0.72,0.72,0.88
2026-05-28,0.3466,0.0995,0.3938,0.4664,0.223,0.7672,0.7812,1.0696,0.9728,0.9131,1.181,1.181,1.181,1.181,1.181,0.88,0.72,0.72,0.72,0.88
2026-05-29,0.2893,0.0494,0.4455,0.4583,0.2555,0.7817,0.7994,1.0555,0.9764,0.9079,1.1861,1.1861,1.1861,1.1861,1.1861,0.88,0.72,0.72,0.72,0.88
2026-06-01,0.1424,-0.0414,0.2214,0.3681,0.1339,0.8163,0.8412,1.0862,1.0326,0.9488,1.1808,1.1808,1.1808,1.1808,1.1808,0.88,0.72,0.72,0.72,0.88
2026-06-02,0.1545,0.0025,0.2983,0.3684,0.1447,0.8164,0.8589,1.075,1.0326,0.9464,1.1793,1.1793,1.1793,1.1793,1.1793,0.88,0.72,0.72,0.72,0.88
2026-06-03,0.0722,-0.0906,0.1086,0.2765,0.0093,0.7446,0.7512,0.8276,0.9355,0.7296,1.1783,1.1783,1.1783,1.1783,1.1783,0.88,0.72,0.72,0.72,0.88
2026-06-04,0.1044,-0.0223,0.1786,0.2375,0.1384,0.7879,0.7641,0.8552,0.9237,0.7745,1.1842,1.1842,1.1842,1.1842,1.1842,0.88,0.72,0.72,0.72,0.88
2026-06-05,0.0549,-0.0504,0.0856,0.1387,0.0708,0.8284,0.7903,0.9177,0.9774,0.8368,1.1788,1.1788,1.1788,1.1788,1.1788,0.88,0.72,0.72,0.72,0.88
2026-06-08,-0.08,-0.178,-0.1271,-0.1001,-0.0862,0.8272,0.7842,0.7513,0.7536,0.8203,1.1733,1.1733,1.1733,1.1733,1.1733,0.88,0.72,0.72,0.72,0.88
2026-06-09,0.0125,-0.0613,-0.082,-0.0179,-0.0124,0.8514,0.8424,0.7864,0.7716,0.8446,1.1739,1.1739,1.1739,1.1739,1.1739,0.88,0.72,0.72,0.72,0.88
2026-06-10,-0.0763,-0.0846,-0.1701,-0.1076,-0.035,0.7696,0.8243,0.707,0.7224,0.8251,1.1749,1.1749,1.1749,1.1749,1.1749,0.88,0.72,0.72,0.72,0.88
2026-06-11,-0.1237,-0.0915,-0.1391,-0.1374,0.0028,0.7329,0.8207,0.7101,0.7145,0.827,1.1692,1.1692,1.1692,1.1692,1.1692,0.88,0.72,0.72,0.72,0.88
2026-06-12,-0.1329,-0.0152,-0.1266,-0.0933,0.0706,0.7352,0.809,0.7099,0.6825,0.8024,1.1748,1.1748,1.1748,1.1748,1.1748,0.88,0.72,0.72,0.72,0.88
2026-06-15,-0.1268,0.0512,-0.1049,-0.0319,0.0268,0.7406,0.8663,0.7193,0.7282,0.7612,1.192,1.192,1.192,1.192,1.192,0.88,0.72,0.72,0.72,0.88
2026-06-16,-0.0622,0.0823,-0.0378,-0.0119,0.087,0.7284,0.8582,0.7034,0.7308,0.7324,1.2039,1.2039,1.2039,1.2039,1.2039,0.88,0.72,0.72,0.72,0.88
2026-06-17,0.0196,0.3161,0.0021,0.0202,0.1695,0.7871,1.0959,0.732,0.7647,0.7871,1.2217,1.2217,1.2217,1.2217,1.2217,0.88,0.72,0.72,0.72,0.88
2026-06-18,0.0852,0.4341,0.0739,0.0295,0.284,0.7554,1.0733,0.6997,0.7681,0.7648,1.2424,1.2424,1.2424,1.2424,1.2424,0.88,0.72,0.72,0.72,0.88
2026-06-22,0.0936,0.5336,0.1233,0.0303,0.3021,0.759,1.1349,0.7319,0.7686,0.7725,1.2687,1.2687,1.2687,1.2687,1.2687,0.88,0.72,0.72,0.72,0.88
2026-06-23,0.0863,0.3861,0.0558,-0.0919,0.215,0.7563,1.115,0.7397,0.8026,0.7953,1.2853,1.2853,1.2853,1.2853,1.2853,0.88,0.72,0.72,0.72,0.88
2026-06-24,0.2289,0.4859,0.1525,-0.0213,0.356,0.7612,1.0878,0.725,0.7994,0.7976,1.3109,1.3109,1.3109,1.3109,1.3109,0.88,0.72,0.72,0.72,0.88
2026-06-25,0.3398,0.5893,0.2301,0.0515,0.5162,0.8228,1.0872,0.7829,0.8105,0.9299,1.3477,1.3477,1.3477,1.3477,1.3477,0.88,0.72,0.72,0.72,0.88
2026-06-26,0.4467,0.6013,0.2424,0.0032,0.5493,0.8353,1.083,0.7807,0.8409,0.9326,1.3861,1.3861,1.3861,1.3861,1.3861,0.88,0.72,0.72,0.72,0.88
2026-06-29,0.5156,0.6439,0.314,0.1705,0.5497,0.8173,1.0655,0.8014,0.947,0.9326,1.4197,1.4197,1.4197,1.4197,1.4197,0.88,0.72,0.72,0.72,0.88
2026-06-30,0.5783,0.7958,0.3942,0.3346,0.6232,0.7723,1.0015,0.7332,0.891,0.8871,1.4549,1.4549,1.4549,1.4549,1.4549,0.88,0.72,0.72,0.72,0.88
2026-07-01,0.4742,0.7277,0.2855,0.3334,0.5273,0.8185,1.0026,0.7708,0.891,0.9372,1.4703,1.4703,1.4703,1.4703,1.4703,0.88,0.72,0.72,0.72,0.88
2026-07-02,0.3103,0.4804,0.1253,0.0602,0.3347,0.9106,1.1567,0.872,1.0374,1.025,1.4498,1.4498,1.4498,1.4498,1.4498,0.88,0.72,0.72,0.72,0.88
2026-07-03,0.2953,0.4289,0.0871,0.0275,0.2545,0.8961,1.1545,0.8482,1.0363,0.9913,1.4253,1.4253,1.4253,1.4253,1.4253,0.88,0.72,0.72,0.72,0.88
2026-07-06,0.483,0.5419,0.3111,0.1226,0.4631,0.8459,1.1065,0.8443,0.9907,0.9287,1.4078,1.4078,1.4078,1.4078,1.4078,0.88,0.72,0.72,0.72,0.88
2026-07-07,0.447,0.5357,0.2945,0.129,0.4742,0.8801,1.1109,0.8604,0.9858,0.9196,1.3846,1.3846,1.3846,1.3846,1.3846,0.88,0.72,0.72,0.72,0.88
2026-07-08,0.3184,0.4087,0.1517,0.0455,0.2994,0.8816,1.0868,0.8763,0.9764,0.9601,1.3622,1.3622,1.3622,1.3622,1.3622,0.88,0.72,0.72,0.72,0.88
2026-07-09,0.3703,0.5041,0.2229,0.2376,0.3223,0.8856,1.1215,0.8814,1.1085,0.9682,1.3622,1.3622,1.3622,1.3622,1.3622,0.88,0.72,0.72,0.72,0.88
2026-07-10,0.2651,0.4879,0.1414,0.1724,0.1989,0.9381,1.1223,0.9095,1.1378,1.0166,1.3491,1.3491,1.3491,1.3491,1.3491,0.88,0.72,0.72,0.72,0.88
