feature,mean_coefficient,abs_mean_coefficient,std_coefficient,t_statistic,annualized_impact,rank
dim_307,4.165283935863439e-05,4.165283935863439e-05,0.0010087696907947776,1.0988011532891753,0.010413209839658598,239
dim_660,-4.1452388040164856e-05,4.1452388040164856e-05,0.0011144658113456968,-0.950498311193703,-0.010363097010041214,240
dim_722,4.143679411654399e-05,4.143679411654399e-05,0.0010465102670046637,0.9966270267340326,0.010359198529135997,241
dim_628,4.1385639559032935e-05,4.1385639559032935e-05,0.0009800783594460303,1.0965010450064567,0.010346409889758233,242
dim_563,-4.1225077441539874e-05,4.1225077441539874e-05,0.0010761743225516818,-0.9793405160574999,-0.010306269360384968,243
dim_027,-4.118003751200173e-05,4.118003751200173e-05,0.001092028047080504,-0.9328476541149469,-0.010295009378000434,244
dim_429,4.103950330133392e-05,4.103950330133392e-05,0.0010285597744965618,1.0403697551529973,0.01025987582533348,245
dim_230,-4.099636113331352e-05,4.099636113331352e-05,0.0010744506239741935,-1.0360040275861007,-0.01024909028332838,246
dim_268,-4.082342374963556e-05,4.082342374963556e-05,0.0010016379244602636,-1.1058628316978525,-0.01020585593740889,247
dim_620,4.072682141214473e-05,4.072682141214473e-05,0.001060652353868454,1.0449480388372465,0.010181705353036183,248
dim_639,4.0584956726920204e-05,4.0584956726920204e-05,0.0011827649391317474,0.844693874745917,0.01014623918173005,249
dim_642,4.0477148342721284e-05,4.0477148342721284e-05,0.001135797808992216,0.9987585758126863,0.010119287085680322,250
dim_634,4.036474183447404e-05,4.036474183447404e-05,0.0011498274286489165,0.9478295809030013,0.01009118545861851,251
dim_189,4.019050567306142e-05,4.019050567306142e-05,0.0012190697611889228,0.8193857505366395,0.010047626418265355,252
dim_748,4.011313336899183e-05,4.011313336899183e-05,0.0009639096316442304,1.0757595049730513,0.010028283342247956,253
dim_317,4.003822061602876e-05,4.003822061602876e-05,0.0009107465868625318,1.2045997077722037,0.01000955515400719,254
dim_310,4.002880155558696e-05,4.002880155558696e-05,0.0011649792863157077,0.8919265144567329,0.010007200388896739,255
dim_004,-3.9957481160346826e-05,3.9957481160346826e-05,0.0012393220682246993,-0.8131469737223804,-0.009989370290086707,256
dim_269,3.967442302545504e-05,3.967442302545504e-05,0.0010447370789602314,1.0136303480606619,0.00991860575636376,257
dim_720,-3.9673528374782286e-05,3.9673528374782286e-05,0.0010235265866033365,-1.0562492513818853,-0.009918382093695572,258
dim_394,3.9546942837034856e-05,3.9546942837034856e-05,0.0009943000766638088,1.040901180671162,0.009886735709258713,259
dim_606,-3.9535249785247086e-05,3.9535249785247086e-05,0.0010976755054661774,-0.9862918877324292,-0.009883812446311771,260
dim_314,3.952699509354548e-05,3.952699509354548e-05,0.0011267727373509237,0.9030964049414668,0.00988174877338637,261
dim_105,-3.945283526519354e-05,3.945283526519354e-05,0.0009653357680397181,-0.9843326083805465,-0.009863208816298385,262
dim_391,-3.9372422124594436e-05,3.9372422124594436e-05,0.0011581898978626011,-0.8122426496789553,-0.009843105531148609,263
dim_676,3.92232243067706e-05,3.92232243067706e-05,0.001103409648207392,0.9326691887572833,0.00980580607669265,264
dim_466,3.918879744767436e-05,3.918879744767436e-05,0.0010902459848620622,1.0270508269316736,0.00979719936191859,265
dim_194,-3.917391061092829e-05,3.917391061092829e-05,0.0009546611271248987,-1.1117802882433676,-0.009793477652732072,266
dim_153,3.8763380833322866e-05,3.8763380833322866e-05,0.0011402896649691922,0.8723418107048007,0.009690845208330717,267
dim_326,3.861963328111521e-05,3.861963328111521e-05,0.0010887546657480467,0.9133130462671494,0.009654908320278802,268
dim_585,-3.86112659448859e-05,3.86112659448859e-05,0.0011355869103140091,-0.8322834853417918,-0.009652816486221474,269
dim_041,3.8576000786185236e-05,3.8576000786185236e-05,0.0011500431181416684,0.8324416518596333,0.009644000196546309,270
dim_080,-3.840293769934915e-05,3.840293769934915e-05,0.001066505054561495,-0.8666089069482884,-0.009600734424837287,271
dim_113,3.834083529945257e-05,3.834083529945257e-05,0.0009663751516451202,0.9670008251399411,0.009585208824863143,272
dim_223,-3.823248739517386e-05,3.823248739517386e-05,0.0009846505452810643,-1.0456455497159094,-0.009558121848793465,273
dim_226,3.823019511684699e-05,3.823019511684699e-05,0.001072694156305782,0.9930536127833345,0.009557548779211746,274
dim_404,-3.805824138990062e-05,3.805824138990062e-05,0.0009045290283049168,-1.127633757702877,-0.009514560347475156,275
dim_114,3.804570140063204e-05,3.804570140063204e-05,0.0010142449036578576,0.9668086162360198,0.009511425350158009,276
dim_713,-3.8043838222988613e-05,3.8043838222988613e-05,0.0011087564959764112,-0.9038689868216991,-0.009510959555747153,277
dim_591,-3.801338931221416e-05,3.801338931221416e-05,0.0010538732769763454,-0.9625697262305589,-0.009503347328053541,278
dim_263,-3.728258214921582e-05,3.728258214921582e-05,0.0009466206116259628,-1.0317373644602057,-0.009320645537303955,279
dim_506,3.728019576444972e-05,3.728019576444972e-05,0.0011612260691923452,0.8630670192516608,0.009320048941112428,280
dim_022,-3.7085545274172746e-05,3.7085545274172746e-05,0.0010794261217773858,-0.9758983852169577,-0.009271386318543186,281
dim_503,-3.688753127957161e-05,3.688753127957161e-05,0.001039523288748009,-0.9945942204253261,-0.009221882819892903,282
dim_541,-3.6844783860302786e-05,3.6844783860302786e-05,0.001127179959280676,-0.8789596497593382,-0.009211195965075697,283
dim_662,-3.6736388516670254e-05,3.6736388516670254e-05,0.0012248796484160042,-0.8238198568534739,-0.009184097129167564,284
dim_340,3.6655629783610896e-05,3.6655629783610896e-05,0.0008788537881553007,1.1530712184811678,0.009163907445902723,285
dim_014,3.6623572319846576e-05,3.6623572319846576e-05,0.0011170792609157894,0.9086447961280282,0.009155893079961643,286
dim_072,3.655862616178864e-05,3.655862616178864e-05,0.0011547741024640014,0.818802867939863,0.00913965654044716,287
dim_073,-3.645295954676828e-05,3.645295954676828e-05,0.0011526906125956249,-0.7932788560421201,-0.00911323988669207,288
dim_452,-3.6381700414794295e-05,3.6381700414794295e-05,0.0010519679495729845,-0.9717371947141594,-0.009095425103698573,289
dim_548,-3.6162559327337474e-05,3.6162559327337474e-05,0.0010249158233244808,-0.9320946104311367,-0.009040639831834368,290
dim_293,-3.6099739334630736e-05,3.6099739334630736e-05,0.0009523404661411822,-0.992102465621858,-0.009024934833657685,291
dim_531,3.592170238159057e-05,3.592170238159057e-05,0.00116901559446773,0.7767546364651566,0.008980425595397643,292
dim_434,-3.5919048681950296e-05,3.5919048681950296e-05,0.0011217871005842306,-0.8268165666217857,-0.008979762170487574,293
dim_199,-3.578870172761824e-05,3.578870172761824e-05,0.001145240597528715,-0.7711192510012154,-0.008947175431904559,294
dim_396,3.578263617508857e-05,3.578263617508857e-05,0.0010295309551013828,0.9131866911124021,0.008945659043772142,295
dim_683,3.5743834935086794e-05,3.5743834935086794e-05,0.001016897480293357,0.9614106328846661,0.008935958733771699,296
dim_537,3.573936081202827e-05,3.573936081202827e-05,0.0009876888243869003,0.8710386080206479,0.008934840203007067,297
dim_028,3.5617016734532164e-05,3.5617016734532164e-05,0.000980206059697799,0.8772376276563705,0.008904254183633041,298
dim_059,3.5544425231974894e-05,3.5544425231974894e-05,0.0010851631950517303,0.8290162707226211,0.008886106307993724,299
dim_170,3.527648609305105e-05,3.527648609305105e-05,0.0009945183919763312,0.9802789978136816,0.008819121523262762,300
dim_102,-3.5248701318884414e-05,3.5248701318884414e-05,0.0011524097651134841,-0.8696479516431465,-0.008812175329721103,301
dim_421,3.501430488671947e-05,3.501430488671947e-05,0.0010274720764039884,0.9411170655746802,0.008753576221679868,302
dim_092,3.499242759494837e-05,3.499242759494837e-05,0.000974534502317352,0.9542544599975767,0.008748106898737092,303
dim_198,3.4956901279814515e-05,3.4956901279814515e-05,0.0010955665377608568,0.808600788121231,0.00873922531995363,304
dim_513,3.492023036768307e-05,3.492023036768307e-05,0.0010508446892163554,0.9574078496547501,0.008730057591920767,305
dim_241,3.477701971451092e-05,3.477701971451092e-05,0.0010661038606026307,0.870028395494003,0.008694254928627729,306
dim_306,-3.459145435573977e-05,3.459145435573977e-05,0.000961882521258614,-0.8944816807446,-0.008647863588934941,307
dim_544,3.4583387536828736e-05,3.4583387536828736e-05,0.0011183734528726979,0.8117085502931588,0.008645846884207184,308
dim_693,3.433136005512719e-05,3.433136005512719e-05,0.0009037971413761514,1.0047968940089207,0.008582840013781798,309
dim_327,-3.427072595512626e-05,3.427072595512626e-05,0.001066440239268836,-0.8174260750310203,-0.008567681488781566,310
dim_274,3.4109181102256755e-05,3.4109181102256755e-05,0.0011286162989193208,0.8684764067500159,0.008527295275564188,311
dim_016,-3.40542873116001e-05,3.40542873116001e-05,0.0010373849066426136,-0.8669962958281051,-0.008513571827900024,312
dim_304,3.3933331740778865e-05,3.3933331740778865e-05,0.0010674430736994677,0.8558423026191393,0.008483332935194716,313
dim_212,3.390164395026663e-05,3.390164395026663e-05,0.0009062706489967187,1.013350525762769,0.008475410987566658,314
dim_405,3.385254247521535e-05,3.385254247521535e-05,0.0011384650498624924,0.8610495683969541,0.008463135618803838,315
dim_043,3.384505920266947e-05,3.384505920266947e-05,0.0010943575745158839,0.8714632998749192,0.008461264800667369,316
dim_373,-3.381685971015106e-05,3.381685971015106e-05,0.001079078599349357,-0.7544908543735123,-0.008454214927537765,317
dim_196,3.374098970795764e-05,3.374098970795764e-05,0.0010264449023923556,0.8261834093749263,0.00843524742698941,318
dim_658,3.3708391093207234e-05,3.3708391093207234e-05,0.0010862377147565223,0.8941880554076608,0.008427097773301808,319
dim_030,3.36065656351153e-05,3.36065656351153e-05,0.000978338540896392,0.930979528414432,0.008401641408778825,320
dim_313,3.3566795883838526e-05,3.3566795883838526e-05,0.0009648762395106761,0.9535849160162752,0.008391698970959632,321
dim_081,-3.351403148335603e-05,3.351403148335603e-05,0.0011090344480629434,-0.7656203244087444,-0.008378507870839007,322
dim_032,-3.347551402140753e-05,3.347551402140753e-05,0.0009657863201817757,-0.9613331288956523,-0.008368878505351883,323
dim_144,3.3266018779743856e-05,3.3266018779743856e-05,0.0010152685417806882,0.8882116611457018,0.008316504694935964,324
dim_321,-3.3052794335954903e-05,3.3052794335954903e-05,0.0011438648708105952,-0.8004769687632997,-0.008263198583988727,325
dim_609,3.3030131058056816e-05,3.3030131058056816e-05,0.0011348676277819795,0.7012381653574821,0.008257532764514203,326
dim_594,-3.279905652850566e-05,3.279905652850566e-05,0.0009809727939754462,-0.865469080907412,-0.008199764132126416,327
dim_033,-3.271663477384499e-05,3.271663477384499e-05,0.0010119500514574095,-0.7849120460070498,-0.008179158693461247,328
dim_419,3.264549496667768e-05,3.264549496667768e-05,0.0010242741877153736,0.8264847851106216,0.00816137374166942,329
dim_701,-3.253273377773838e-05,3.253273377773838e-05,0.00106015286024241,-0.8083854847823633,-0.008133183444434595,330
dim_764,3.2303709592234674e-05,3.2303709592234674e-05,0.0010134923537186429,0.7923207389272805,0.008075927398058668,331
dim_431,-3.222504615051543e-05,3.222504615051543e-05,0.0009236336928903745,-1.0221475960089945,-0.008056261537628857,332
dim_444,3.221567666544896e-05,3.221567666544896e-05,0.0009654509372577891,0.8871152389334761,0.008053919166362241,333
dim_374,-3.21914827424602e-05,3.21914827424602e-05,0.0008763908176149144,-1.0472617955429402,-0.00804787068561505,334
dim_094,-3.2182713481357374e-05,3.2182713481357374e-05,0.0011417081026263403,-0.7645104549627552,-0.008045678370339343,335
dim_472,-3.217601166282752e-05,3.217601166282752e-05,0.0011979251022914419,-0.7207164851296148,-0.00804400291570688,336
dim_180,3.2147786087565235e-05,3.2147786087565235e-05,0.0012087959600678344,0.6594233594946376,0.00803694652189131,337
dim_758,-3.2116194537936035e-05,3.2116194537936035e-05,0.0012539504455737083,-0.7203487432427922,-0.00802904863448401,338
dim_500,-3.204282533713693e-05,3.204282533713693e-05,0.0010872753152024461,-0.7963499025532605,-0.008010706334284232,339
dim_370,3.201962685088527e-05,3.201962685088527e-05,0.0009324770056936393,0.8923612976519251,0.008004906712721319,340
dim_460,-3.195295590142769e-05,3.195295590142769e-05,0.000886997027865338,-0.917760771809277,-0.007988238975356922,341
dim_436,3.187696104499744e-05,3.187696104499744e-05,0.0012412260392787645,0.6616813177685776,0.00796924026124936,342
dim_629,3.171958963910072e-05,3.171958963910072e-05,0.0011406113539124635,0.6886233692802246,0.00792989740977518,343
dim_201,3.170903933471268e-05,3.170903933471268e-05,0.0009601346509162078,0.919991110116323,0.00792725983367817,344
dim_451,3.170871229007232e-05,3.170871229007232e-05,0.0010528905823946296,0.714409691053606,0.00792717807251808,345
dim_161,3.141893781098739e-05,3.141893781098739e-05,0.0012093508667879675,0.6845139243235733,0.007854734452746847,346
dim_420,-3.123025260595535e-05,3.123025260595535e-05,0.0011046793971387502,-0.7170688436139246,-0.007807563151488837,347
dim_490,-3.119600045851262e-05,3.119600045851262e-05,0.0012881624454852691,-0.6448866138422565,-0.007799000114628155,348
dim_482,-3.100531708572005e-05,3.100531708572005e-05,0.0010540472079721384,-0.7571183562783107,-0.007751329271430013,349
dim_617,3.091138518783852e-05,3.091138518783852e-05,0.0009865057494100942,0.8147393225903569,0.007727846296959629,350
dim_091,-3.090345895310122e-05,3.090345895310122e-05,0.0011238000277442681,-0.7226692563407228,-0.007725864738275306,351
dim_392,3.083322574328394e-05,3.083322574328394e-05,0.0010497323472234915,0.7594720377561421,0.007708306435820984,352
dim_481,3.078554568914708e-05,3.078554568914708e-05,0.0010662087484184224,0.8223678181239569,0.007696386422286769,353
dim_182,-3.0695565447875666e-05,3.0695565447875666e-05,0.0010496680659316275,-0.7377905052869329,-0.007673891361968916,354
dim_650,3.067082860365162e-05,3.067082860365162e-05,0.0009531823248106004,0.8647716936929667,0.007667707150912905,355
dim_732,3.06705605846747e-05,3.06705605846747e-05,0.0010811657046121215,0.7327288962281231,0.007667640146168674,356
dim_060,3.066217481795335e-05,3.066217481795335e-05,0.001146617438082481,0.7534879488529456,0.007665543704488338,357
dim_357,-3.050357343851304e-05,3.050357343851304e-05,0.0010686930668231572,-0.7558068307591531,-0.00762589335962826,358
dim_042,3.0366965615932666e-05,3.0366965615932666e-05,0.001075337578235815,0.7233704928278735,0.007591741403983166,359
dim_656,-3.0327105948748038e-05,3.0327105948748038e-05,0.0009680992450467581,-0.827684350169115,-0.00758177648718701,360
dim_225,-3.0318278372362837e-05,3.0318278372362837e-05,0.001119973597585378,-0.678437967650911,-0.007579569593090709,361
dim_599,3.006699883170034e-05,3.006699883170034e-05,0.0009444014491789207,0.8733000487592085,0.0075167497079250845,362
dim_002,3.004179061266608e-05,3.004179061266608e-05,0.0010983913810552527,0.685176412259711,0.00751044765316652,363
dim_613,3.000558306021199e-05,3.000558306021199e-05,0.0011779227407844085,0.7476628918716711,0.007501395765052998,364
dim_103,-2.9971443531981845e-05,2.9971443531981845e-05,0.0009647917893796236,-0.8609186501811301,-0.007492860882995461,365
dim_667,2.9815245990979734e-05,2.9815245990979734e-05,0.0011200748584366943,0.7593878873216536,0.007453811497744933,366
dim_618,2.9645751255376652e-05,2.9645751255376652e-05,0.0010065119872461096,0.7662857186786187,0.007411437813844163,367
dim_085,2.9525067338154715e-05,2.9525067338154715e-05,0.00099365740721601,0.7994947523317484,0.007381266834538679,368
dim_143,2.9111248841033028e-05,2.9111248841033028e-05,0.0011327544961870172,0.6309590263355632,0.007277812210258257,369
dim_510,-2.910293126500261e-05,2.910293126500261e-05,0.0011459549924946535,-0.6537828712845543,-0.007275732816250652,370
dim_679,-2.9039689106527067e-05,2.9039689106527067e-05,0.0010504212035032856,-0.6931487113664161,-0.007259922276631766,371
dim_350,2.8999727643784773e-05,2.8999727643784773e-05,0.0011523555710271295,0.5985659500420927,0.007249931910946193,372
dim_106,2.8829325126600008e-05,2.8829325126600008e-05,0.0009955121642144442,0.7275478454616537,0.007207331281650002,373
dim_038,2.8818196321275254e-05,2.8818196321275254e-05,0.0010301236938312776,0.7254320556107788,0.007204549080318813,374
dim_265,-2.8813923243087917e-05,2.8813923243087917e-05,0.001066087217733094,-0.689728029870478,-0.007203480810771979,375
dim_261,2.880128377607416e-05,2.880128377607416e-05,0.0011919086251651009,0.6385641868420489,0.00720032094401854,376
dim_328,2.8711305330913432e-05,2.8711305330913432e-05,0.001072800914692228,0.6975412260968262,0.007177826332728358,377
dim_332,-2.86992111436635e-05,2.86992111436635e-05,0.0009680379841858367,-0.7572395687130751,-0.007174802785915875,378
dim_712,2.865247316948914e-05,2.865247316948914e-05,0.0011776544806996415,0.6006476357806126,0.007163118292372286,379
dim_312,2.862403588375131e-05,2.862403588375131e-05,0.0011338389173657743,0.6485953740966316,0.007156008970937827,380
dim_176,-2.8468709398020882e-05,2.8468709398020882e-05,0.001038526499061161,-0.7548213885268522,-0.0071171773495052205,381
dim_687,-2.8208765813291025e-05,2.8208765813291025e-05,0.0012234047199564829,-0.5781993416537023,-0.007052191453322756,382
dim_474,-2.8078597446466327e-05,2.8078597446466327e-05,0.001049621565094636,-0.6405093822429363,-0.0070196493616165815,383
dim_411,-2.807466321960257e-05,2.807466321960257e-05,0.001007148128717222,-0.733445325740705,-0.007018665804900643,384
dim_383,-2.747928371164205e-05,2.747928371164205e-05,0.0010394706049371922,-0.6247108437552132,-0.006869820927910512,385
dim_661,2.7215170380466144e-05,2.7215170380466144e-05,0.00099799681225978,0.7268574125681767,0.006803792595116536,386
dim_690,-2.7115193480599483e-05,2.7115193480599483e-05,0.0008949054333513667,-0.8097227666153571,-0.006778798370149871,387
dim_264,-2.710288547539686e-05,2.710288547539686e-05,0.0009695486750709798,-0.7345264934204466,-0.006775721368849214,388
dim_108,-2.7019035315664228e-05,2.7019035315664228e-05,0.0011077544745718112,-0.6716330463643418,-0.006754758828916057,389
dim_576,2.663593150630307e-05,2.663593150630307e-05,0.0010732983307250859,0.6355275211381601,0.006658982876575768,390
dim_088,-2.6630881646947486e-05,2.6630881646947486e-05,0.0011070273711680939,-0.6178404363825681,-0.006657720411736872,391
dim_619,2.660859811288497e-05,2.660859811288497e-05,0.0010420137712178349,0.6485503932341479,0.006652149528221242,392
dim_255,-2.657124770265242e-05,2.657124770265242e-05,0.000983198140357558,-0.6901649659898927,-0.0066428119256631045,393
dim_635,-2.654353302089056e-05,2.654353302089056e-05,0.000997548810693257,-0.6718209659833283,-0.00663588325522264,394
dim_063,-2.646481780808658e-05,2.646481780808658e-05,0.001087000719948033,-0.6238732504885494,-0.006616204452021645,395
dim_315,-2.6450343850238114e-05,2.6450343850238114e-05,0.0009423627702031435,-0.7285361233416798,-0.006612585962559528,396
dim_011,2.6383834332516708e-05,2.6383834332516708e-05,0.0009653973675483892,0.8006047035286763,0.006595958583129177,397
dim_218,2.6376659719058347e-05,2.6376659719058347e-05,0.0011677585877645773,0.5764325987651229,0.006594164929764587,398
dim_322,-2.634202728056573e-05,2.634202728056573e-05,0.0012142374166191606,-0.5737180758216999,-0.006585506820141432,399
dim_601,2.631251642776283e-05,2.631251642776283e-05,0.0011010838869615785,0.6709984828032537,0.006578129106940707,400
dim_578,-2.610992059333218e-05,2.610992059333218e-05,0.0009738778669453814,-0.6720025450708739,-0.006527480148333045,401
dim_227,2.5901827072923737e-05,2.5901827072923737e-05,0.001048414320342572,0.6551131686554112,0.006475456768230934,402
dim_649,-2.5769106664591056e-05,2.5769106664591056e-05,0.00098757143791925,-0.7148896750072534,-0.006442276666147764,403
dim_525,-2.5663159268382894e-05,2.5663159268382894e-05,0.0009633254144562084,-0.730619085439839,-0.006415789817095723,404
dim_172,2.5647468332285825e-05,2.5647468332285825e-05,0.0008992227477543335,0.7070076715444858,0.006411867083071456,405
dim_121,2.554860244690485e-05,2.554860244690485e-05,0.000886392273168485,0.7496634777573158,0.0063871506117262125,406
dim_443,2.5497871345642436e-05,2.5497871345642436e-05,0.001161871761683352,0.6038950051528836,0.006374467836410609,407
dim_561,-2.543810281754512e-05,2.543810281754512e-05,0.0010044294500158879,-0.6907874475136353,-0.00635952570438628,408
dim_118,2.5345729647124057e-05,2.5345729647124057e-05,0.0009118048756742735,0.7334803670660454,0.006336432411781014,409
dim_440,-2.5106444625756253e-05,2.5106444625756253e-05,0.0008653547000462648,-0.7295146226711886,-0.006276611156439064,410
dim_104,-2.5055339854644884e-05,2.5055339854644884e-05,0.0011156987650546108,-0.608820178884327,-0.006263834963661221,411
dim_192,2.4804134740444254e-05,2.4804134740444254e-05,0.0012007698720175157,0.5581372129037893,0.006201033685111063,412
dim_229,-2.4753924839081303e-05,2.4753924839081303e-05,0.0009893578105095529,-0.6416485847649673,-0.006188481209770325,413
dim_117,2.4720735276111393e-05,2.4720735276111393e-05,0.0010243242314489924,0.6144037908837511,0.006180183819027849,414
dim_581,2.46888515772336e-05,2.46888515772336e-05,0.0011687334075658415,0.6044062997956297,0.0061722128943084,415
dim_142,-2.4499218562358875e-05,2.4499218562358875e-05,0.0010949319805939365,-0.6064613694318873,-0.006124804640589719,416
dim_422,2.4382220028283697e-05,2.4382220028283697e-05,0.0009432808433569264,0.6770084377809512,0.0060955550070709245,417
dim_319,-2.4288179204531634e-05,2.4288179204531634e-05,0.0010854355060341259,-0.5523854885316798,-0.006072044801132909,418
dim_284,-2.4188004505578093e-05,2.4188004505578093e-05,0.000906343181060762,-0.654906209154669,-0.006047001126394523,419
dim_587,-2.415455988379203e-05,2.415455988379203e-05,0.001066474810817473,-0.5913510643313895,-0.006038639970948008,420
dim_688,2.4111192869030463e-05,2.4111192869030463e-05,0.00116463675880096,0.5904128966764717,0.0060277982172576156,421
dim_207,-2.4002322360826263e-05,2.4002322360826263e-05,0.0009648861943854939,-0.6622941505749972,-0.006000580590206566,422
dim_592,-2.374104340451775e-05,2.374104340451775e-05,0.0010328739500503176,-0.5908298678100046,-0.005935260851129438,423
dim_572,-2.369313844258671e-05,2.369313844258671e-05,0.0010932800938737934,-0.5930163415486449,-0.005923284610646678,424
dim_205,2.363755780008901e-05,2.363755780008901e-05,0.0010813009576771254,0.5666175873070657,0.005909389450022252,425
dim_740,2.3608952630889098e-05,2.3608952630889098e-05,0.0011083650434224057,0.5630056332903479,0.005902238157722274,426
dim_034,2.358512843726773e-05,2.358512843726773e-05,0.0011568107452759602,0.5458778935504769,0.005896282109316932,427
dim_079,2.358174966856721e-05,2.358174966856721e-05,0.001100272142599001,0.6156594733425261,0.005895437417141803,428
dim_529,2.356249856182042e-05,2.356249856182042e-05,0.0008716376846210709,0.7711818434925239,0.005890624640455105,429
dim_029,-2.3496874422539283e-05,2.3496874422539283e-05,0.0011667725755314731,-0.4785170856267087,-0.005874218605634821,430
dim_475,2.3433653225349636e-05,2.3433653225349636e-05,0.001012275946851585,0.5958796191045872,0.005858413306337409,431
dim_290,-2.3353984282966125e-05,2.3353984282966125e-05,0.001101758799341264,-0.5765984989938585,-0.005838496070741531,432
dim_744,2.3313139682495844e-05,2.3313139682495844e-05,0.0009527067377756051,0.6087779096175412,0.005828284920623961,433
dim_414,2.3266890532216003e-05,2.3266890532216003e-05,0.0010978175237091584,0.536337319884543,0.005816722633054001,434
dim_760,2.3172724161387876e-05,2.3172724161387876e-05,0.0010645637875656123,0.5393857667234944,0.005793181040346969,435
dim_371,-2.2854570687834156e-05,2.2854570687834156e-05,0.0009614453170892505,-0.5735935325828232,-0.005713642671958539,436
dim_496,2.2779474116946037e-05,2.2779474116946037e-05,0.0011768582705069621,0.4998743901529681,0.005694868529236509,437
dim_624,-2.2678946756597974e-05,2.2678946756597974e-05,0.0010972807142504766,-0.5397452496949828,-0.005669736689149493,438
dim_573,-2.2303060080605418e-05,2.2303060080605418e-05,0.0009936410658070095,-0.5977515187455309,-0.005575765020151354,439
dim_021,-2.222722451963707e-05,2.222722451963707e-05,0.0009167211621126432,-0.6698141614313414,-0.0055568061299092674,440
dim_160,2.2124841966713266e-05,2.2124841966713266e-05,0.0010058993058291502,0.541782747052174,0.005531210491678316,441
dim_480,2.2042893344641084e-05,2.2042893344641084e-05,0.0009815041603160684,0.5742910828455755,0.005510723336160271,442
dim_664,2.1941590733488407e-05,2.1941590733488407e-05,0.0011266299168092061,0.5249709301624067,0.0054853976833721015,443
dim_546,2.1912906267306998e-05,2.1912906267306998e-05,0.001136549575612181,0.47966235746284397,0.00547822656682675,444
dim_426,-2.1848576791264648e-05,2.1848576791264648e-05,0.0010108510283137583,-0.5656748873929334,-0.005462144197816162,445
dim_140,2.1780016276395072e-05,2.1780016276395072e-05,0.0009501265456287664,0.617500782510663,0.005445004069098768,446
dim_477,2.1680911772184306e-05,2.1680911772184306e-05,0.0011156007300692674,0.4786065205847447,0.005420227943046077,447
dim_680,2.167473912296581e-05,2.167473912296581e-05,0.0009045832179341526,0.6611359405804894,0.005418684780741452,448
dim_558,-2.1643377297640284e-05,2.1643377297640284e-05,0.000993567953367347,-0.5885034692570167,-0.005410844324410071,449
dim_504,2.161848309850104e-05,2.161848309850104e-05,0.0010940354998933005,0.5187026314097961,0.00540462077462526,450
dim_494,2.15839976641073e-05,2.15839976641073e-05,0.0012749339383631769,0.42779075160036517,0.005395999416026824,451
dim_305,-2.1487096271391096e-05,2.1487096271391096e-05,0.0011169563209443253,-0.5191289820322806,-0.0053717740678477744,452
dim_643,-2.1482610617368336e-05,2.1482610617368336e-05,0.0010224589654493175,-0.5329115754912622,-0.005370652654342084,453
dim_339,2.147798794773461e-05,2.147798794773461e-05,0.0009731471077275951,0.57869715274025,0.0053694969869336525,454
dim_723,2.1321537765476733e-05,2.1321537765476733e-05,0.001150674188710026,0.4650159885834286,0.005330384441369183,455
dim_602,-2.123592501319077e-05,2.123592501319077e-05,0.00100658495085348,-0.5383635713328115,-0.005308981253297693,456
dim_336,-2.1139912104663467e-05,2.1139912104663467e-05,0.0011293511980452681,-0.5123009988054321,-0.005284978026165866,457
dim_123,-2.1119387288252096e-05,2.1119387288252096e-05,0.0010151089148461075,-0.5585864041993075,-0.005279846822063024,458
dim_750,2.0973749339101224e-05,2.0973749339101224e-05,0.0010558769111408603,0.5304722463032409,0.005243437334775306,459
dim_291,-2.0970806684180474e-05,2.0970806684180474e-05,0.000958573170369742,-0.5355617017067454,-0.0052427016710451186,460
dim_077,-2.096172720172572e-05,2.096172720172572e-05,0.0011839750521673695,-0.5063738287675531,-0.005240431800431431,461
dim_675,-2.0960274259653158e-05,2.0960274259653158e-05,0.0010590041185831159,-0.5321667242756745,-0.005240068564913289,462
dim_138,-2.0834903316455135e-05,2.0834903316455135e-05,0.0010303059131268784,-0.52302195127332,-0.005208725829113784,463
dim_115,2.0736464068435934e-05,2.0736464068435934e-05,0.0009974624344629374,0.5676859751791347,0.005184116017108983,464
dim_685,-2.0716121066610976e-05,2.0716121066610976e-05,0.0011617199568341758,-0.49625185472346806,-0.005179030266652744,465
dim_062,2.062800600243445e-05,2.062800600243445e-05,0.0010521275982774217,0.4999923253888752,0.005157001500608612,466
dim_288,-2.0575843607027444e-05,2.0575843607027444e-05,0.0010550771787210755,-0.5600230747547251,-0.0051439609017568605,467
dim_053,-2.051555738147839e-05,2.051555738147839e-05,0.001099811199426126,-0.5021744989835438,-0.005128889345369598,468
dim_530,2.0434037905963966e-05,2.0434037905963966e-05,0.0010717291216760854,0.5334175972017157,0.005108509476490991,469
dim_663,-2.0412339842975837e-05,2.0412339842975837e-05,0.0010655196866361438,-0.478876748312772,-0.005103084960743959,470
dim_491,-2.0382969398085237e-05,2.0382969398085237e-05,0.0010871776417347835,-0.4646597307015284,-0.00509574234952131,471
dim_725,-2.0353810844439328e-05,2.0353810844439328e-05,0.001061899170303105,-0.497188457968256,-0.005088452711109832,472
dim_122,-2.0256643850620704e-05,2.0256643850620704e-05,0.0011165014780856188,-0.5260671701868634,-0.005064160962655176,473
dim_545,2.020222204112546e-05,2.020222204112546e-05,0.0009496533546907506,0.5537340526867996,0.005050555510281365,474
